#Name	PubChem	MP
"6-Ethoxy-1,3-benzothiazol-2-amine"	7192	162
2-bromo-4-fluorophenol	605472	44
6-Nitro-1H-benzimidazole	7195	208
"2-hexene, 4-methyl-, (e)-"	103002	-125.7
diethyl pimelate	16300	-24
n-tridecylcyclohexane	22327	18.5
n-pentadecylcyclohexane	22328	29
1-iodohexane	12527	-74.2
3-thiaheptane	12528	-95
4'-bromo-3'-methylacetanilide	738336	103
"methanone, (4-methoxyphenyl)phenyl-"	69146	61.5
"3-hydroxy-2',4',5',6-tetramethoxyflavone"	24721087	202
2-methyl-3-chloromethylhydrochlorothiazide	4121	225
2-hydroxy-3-methoxy-5-nitrobenzaldehyde	307886	140
Paroxetine	43815	130
"2,3-Dimethoxystrychnidin-10-one"	442021	177
"3,5-di-tert-butyl-4-hydroxybenzaldehyde"	73219	188
"piperazine, anhydrous"	4837	110
methyl 2-oxo-2h-pyran-3-carboxylate	117704	76
bumadizon	19161	116
"3,3,3-trifluoro-N-(3-nitrophenyl)-2-(trifluoromethyl)propanamide"	561522	200
"2,2,2-trifluoroethyl trichloromethanesulfonate"	90027	-70
"Octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate"	16386	52.5
"2',4'-dichloro-n-methylacetanilide"	2735254	87
"1,8-naphthalimide"	66491	301
4-(3-chlorophenyl)-3-thiosemicarbazide	707050	132
phenolphthalol	66495	201.5
phenyl benzoate	7169	69
"isopropyl 4,4'dibromobenzilate"	28936	77
sulfamerazine (polymorph 1)	5325	235
tricosane	12534	47.6
"2-thiophenesulfonamide, 4-[(4-methoxyphenyl)sulf"	14642291	170
triacontane	12535	65.8
"2,2'-dichlorobenzophenone"	347097	52
"p-(2,2,4-Trimethyl-4-chromanyl)phenol"	97788	140
"benzene, hexaethyl-"	11791	129
methyl_salicylate	4133	-7
trichloroacetyl chloride	6420	-57
1-carbamoyl-3-methylpyrazole	242452	148
2-acetoxy_acetophenone	222851	89
1-boc-4-hydroxypiperidine	643502	63
diethyl (1h-benzotriazol-1-yl)iminomalonate	4319062	100
"benzene, 1-(bromomethyl)-2-methyl-"	6992	21
2'-fluoro-4'-methoxyacetophenone	592821	52
"propane, 2,2-difluoro-"	67895	-104.8
2-bromopyridine-4-carboxaldehyde	2762991	54
"benzene, 1,4-diethenyl-"	66041	31
perlapine	16106	137
fluoroacetamide	12542	108
2-chloropyridine-4-carboxaldehyde	2762994	48
tetrachlorothiophene	22344	30.5
dimethyl methoxymethylenemalonate	90770	43
allopregnane	12547	84.5
5-methyl-1h-indazole	12639189	111
oxandrolone	249098	236.5
methylergonovine	4140	172
"1,1':2',1'':2'',1'''-quaterphenyl"	12549	118.5
2-n-propylresorcinol	262060	103
ethyl 5-n-propyl-1h-pyrazole-3-carboxylate	7365260	49
"2,3-dibromo-4-hydroxy-5-methoxybenzaldehyde"	520452	215
"1-ethylpiperazine-2,3-dione"	108812	110
"indole, 3,3'-methylenebis(1-(piperidinomethyl)-"	8666	138
2-methyl-1-pentadecene	520456	-7
2-aminobenzhydrazide	94728	123
methyl isonicotinate	227085	8
"1h-benzotriazole-5-carboxamide, 6-methoxy-n-[[1-"	43008	139
4-biphenylmethanol	19186	46
phenoxyacetic_acid	19188	100
androstan-17-ol	623919	166
"hydrazinecarboximidamide, n-nitro-"	4199207	185
"benzene, 1,2,4,5-tetrakis(1-methylethyl)-"	69456	118.4
"acetyl (1Z,2E)-N-carbamoyl-3-phenylprop-2-enehydrazonoate"	2750465	174
"16-(1-hydroxyethyl)-5-methylandrostane-3,16-diol"	3962286	221
"2,3,4-tri-o-benzyl-beta-D-arabinopyranose"	7578140	69
ethyrimol	32152	160
"1-(hydroxymethyl)-5,5-dimethylhydantoin"	67000	100
aminometradine	12551	143
chloroxuron	16115	151
sulfaproxyline	67002	172.5
siduron	16116	135
perfluorotetracosane	2776369	189
2-amino-4-(4-chlorophenyl)thiazole	73241	169
2-chloro-5-iodopyridine	4397176	97
moskene	67005	132.5
Benzydamine	12555	160
"benzaldehyde, 4-(diethylamino)-"	67114	41
"4,4'-diaminodiphenyl sulfone"	2955	177
"4,5-dichloropyridazin-3(2h)-one"	73247	202
"diphenyl [1-({[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethoxy]acetyl}amino)ethyl]phosphonate"	2755411	107
diclobutrazol isomers	53309	148
10-hydroxybenzo[h]quinoline	11816407	104
4-fluoroacetanilide	9601	154
Methylphenidate	4158	225
"2,6-Diphenyl-pyran-4-thione"	751333	170
p-fluorotoluene	9603	-56
methylprednisolone	4159	232.5
4-(4-Chloro-benzylidene)-2-phenyl-4H-oxazol-5-one	252275	193
p-chlorofluorobenzene	9604	-26.8
5-benzyloxy-2-nitrotoluene	257720	70
1-fluoro-4-iodobenzene	9605	-20
m-fluorotoluene	9606	-87
"2,6-dimethyl-4-iodophenol"	555318	97
Metrizamide	443944	223
diethylsulfide	9609	-103.9
3-amino-4-bromo-1-methyl-1h-pyrazole	2735283	98
N-Carbamoyl-beta-D-glucopyranosylamine	2817259	207
"benzene, 1-chloro-2-methyl-3-nitro-"	6740	37.8
2-(bromoacetyl)thiophene	2776372	31
5-amino-3-tert-butyl-1-methylpyrazole	2735287	157
"dimethyl acetone-1,3-dicarboxylate"	74591	17
erythromycin	12560	191
"2,3-dichloroanisole"	16126	31
p-hydroxybenzophenone	83050	133.5
"2,6-dichloroanisole"	16127	10
2-methylbiphenyl	12563	-0.2
trimethobenzamide (tigan)	5577	188.7
3-methylbiphenyl	12564	4.5
"4-methyl-1,1'-biphenyl"	12566	49.5
2-Nitro-N-phenylbenzamide	720051	153.85
methyprylon	4162	75.5
"2,5-dimethyl-2,5-hydroperoxyhexane"	520470	105
methysergide	4163	195
"1-({5-[(3aS,4S,6aR)-2-Oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoyl}oxy)pyrrolidine-2,5-dione"	6710714	212
6-nitroveratraldehyde	88505	133
"urea, 1-(o-methoxyphenyl)-2-thio-"	722774	156
dl-isovaline	94744	316.5
"2h-thiopyran, tetrahydro-4-methyl-"	78837	-28
meticrane	4165	236.5
N-(4-hydroxyphenyl)phthalimide	252281	296
"benzamide, 3,4-dichloro-n-(2-cyclohexyl-2h-benzo"	6482207	191
"propanamide, 3,3,3-trifluoro-N-propyl-2-(trifluoromethyl)-"	2748450	106
5-methyl-2(3h)-benzoxazolethione	710258	224
metoclopramide	4168	147.25
metolachlor	4169	25
N-benzyloxycarbonyl-l-serine	100310	119
benfuresate	23424326	30.1
codeine n-oxide	10470963	231.5
"ethyl (4-chloro-2,6-dinitrophenyl)carbamate"	2755739	167
sulfasymazine	16132	187
o-propylphenol	12570	7
dimetilan	12572	69.5
"o,o'-Dibromobiphenyl"	83060	81
"7-bromoacetyl-3,4-dihydro-1,5-benzodioxepin"	2776389	76
dichlorophenylphosphine	12573	-51
3-iodonitrobenzene	12574	38.5
4-hydroxy-9-fluorenone	16139	250
p-acetoxy_acetophenone	83063	54
m-nitrobenzamide	12576	142.7
butanilicaine	22379	45.5
"4-[hydroxy(phenyl)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753713	259
metolazone	4170	256
"4-[(4-chlorophenyl)(hydroxy)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753714	168
4'-bromo-3'-fluoroacetanilide	2773316	151
4-tert-butylanisole	94750	18
5-ethyluracil	73267	309
"4-[hydroxy(4-methylphenyl)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753715	257
2-bromo-5-fluoroaniline	2773317	44
"3,4-dibromobenzaldehyde"	622053	71
metronidazole	4173	160
"4-[hydroxy(4-hydroxyphenyl)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753716	211
metyrapone	4174	50.5
"4-[(2-chlorophenyl)(hydroxy)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753717	251
"N,N-diisopropylbenzamide"	88516	70
fluoroethane	9620	-143.2
"4-{[4-(dimethylamino)phenyl](hydroxy)methyl}-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753718	171
methyl methacrylate	6658	-47.55
"4-[(2,4-dichlorophenyl)(hydroxy)methyl]-2-phenyl-5-(trifluoromethyl)-2,4-dihydro-3H-pyrazol-3-one"	2753719	249
Mexiletine	4178	204
bromochlorodifluoromethane	9625	-159.5
"1,4-diphenoxybenzene"	520487	73
dimethyl tetrachloroterephthalate	2943	155
l-sorbose	1101	165
"6-(3,4-dimethoxyphenyl)-3-(phenoxymethyl)[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole"	663147	106
"methyl 3,5-dimethoxybenzoate"	75074	42
"N-(3-Aminopropyl)butane-1,4-diamine"	1102	23.5
Glutathione	124886	193.5
ethyl indole-3-acetate	13067	43
spermine	1103	29
sphingosine	1104	67
"benzenamine, n,n-dimethyl-2-nitro-"	11877	-20
"phenol, 2-methyl-5-(1-methylethyl)-"	10364	1
4-n-heptylphenol	16143	27
4-propylphenol	12580	22
triazophos	32184	3.5
"cyclopentane, undecyl-"	138830	-10
2-pentanol	22386	-73
trans-2-pentene	12585	-140.2
2-bromo-5-fluorobenzaldehyde	2773321	54
"phenol, 2,4-bis(1,1-dimethylethyl)-5-methyl-"	10346	62.1
"2,4-dinitrosoresorcinol"	67036	168
"1,3-dioxalane"	12586	-95
fluoroglycofenethyl	53672	65
"2-ethoxy-1-ethoxycarbonyl-1,2-dihydroquinoline"	27833	65
"(3Z)-3-[(4-chlorophenyl)hydrazono]-1,1,1-trifluoropentane-2,4-dione"	2753722	125
"(3E)-1,1,1-trifluoro-3-[(4-nitrophenyl)hydrazono]pentane-2,4-dione"	2753723	140
4-hydroxy-3-(trifluoromethyl)benzaldehyde	7021593	161
"(3Z)-1,1,1-trifluoro-3-{[3-(trifluoromethyl)phenyl]hydrazono}pentane-2,4-dione"	2753725	86
"7-(4-fluorophenyl)-10,10-dimethyl-7,10,11,12-tetrahydrobenzo[c]acridin-8(9H)-one"	2753726	279
2-chloroimidazole	2773328	166
"7-(4-hydroxyphenyl)-10,10-dimethyl-7,10,11,12-tetrahydrobenzo[c]acridin-8(9H)-one"	2753727	313
1-(17-hydroxy-5-methylandrostan-3-yl)ethanone	5123765	152
"(E,Z)-(2-nitrobenzene-1,4-diyl)bis(N-hydroxymethanimine)"	3404949	176
"7-(2,4-dichlorophenyl)-10,10-dimethyl-7,10,11,12-tetrahydrobenzo[c]acridin-8(9H)-one"	2753728	222
"7-[4-(dimethylamino)phenyl]-10,10-dimethyl-7,10,11,12-tetrahydrobenzo[c]acridin-8(9H)-one"	2753729	272
"1,1,2,2-Tetraphenylethane-1,2-diol"	94766	171
"1,1,1,2,2-pentafluoroethane"	9633	-103
2-(4-biphenylyl)-2-propanol	118654	92
"1,2-dibromo-1-chloro-1,2,2-trifluoroethane"	9634	50
Miconazole	4189	161
hexylcyclopentane	138257	-73
"1,1,1-trichloro-2,2,2-trifluoroethane"	9635	14.2
succinic_acid	1110	188
6-chloro-2-fluoropurine	5287914	152
n-methylolmethacrylamide	70208	-37
"1(3h)-isobenzofuranone, 3,3-diphenyl-"	237296	120
perfluoromethylcyclohexane	9637	-44.7
decafluorobutane	9638	-129.1
"3-methyl-2,4,6-tribromoaniline"	144499	101
Tetradecafluorohexane	9639	-4
sucrose	1115	185.5
"5-pyrimidinemethanol, .alpha.-(2-chlorophenyl)-."	91683	126
"1-fluoro-3,5-dimethyl-2-nitrobenzene"	21875915	56
5-(4-chlorophenyl)-1h-tetrazole	257758	263
2-(4-benzyloxyphenyl)ethanol	3017260	86
diethyl succinate	31249	-21
"naphthalene, 1-butyl-"	15414	-19.8
tetracosane	12592	54
nicosulfuron	73281	142
"2,5-diiodopyridine"	4245240	155
triasulfuron	73282	186
dihydroequilin	12595	174.5
4-bromo-2-fluorobenzamide	2773331	152
"3h-pyrazol-3-one, 2,4-dihydro-5-methyl-2-(4-meth"	66591	137.5
2-chloro-1-methylimidazole	2773332	-10
trichloromethyl trichloroacetate	13222769	34
triflumuron	47445	195
D-isosorbide	12597	60
"12-(4-hydroxyphenyl)-9,9-dimethyl-8,9,10,12-tetrahydrobenzo[a]acridin-11(7H)-one"	2753732	314
"3,5-difluoro-4-methoxyaniline"	2783137	79
midazolam	4192	159
2-chloro-1-tritylimidazole	2773337	201
sulfaperine	68933	262.5
docos-13-en-1-ol	94773	35
disulfamide	68935	260
midodrine	4195	150
1-(3-aminopropyl)imidazole	78736	-68
chloromethyl-cyclopropane	80013	-90.9
"3,5-dibromobenzaldehyde"	622077	91
"(2E)-2-(1,3-benzothiazol-2-yl)-2-{[3-(trifluoromethyl)phenyl]hydrazono}ethanamide"	2753739	191
biocozamycin	426058	188
Fluocinonide	9642	309
"1,2-dichloro-1,2,3,3,4,4-hexafluorocyclobutane"	9643	-24.2
"10-hydroxy-4,5-epoxyestr-1-ene-3,17-dione"	4683823	202
2-chloro-3-methylquinoxaline	236276	73
dodecyl 2-methyl-2-propenoate	8906	-7
minaprine	4199	122
"p-(2,4-dinitroaniline)phenol"	3858081	194
flurenol-butyl	40816	71
taurine	1123	328
"N-(3-chlorophenyl)-3,3,3-trifluoro-2-(trifluoromethyl)propanamide"	581197	154
dextromoramide	9648	182
2-(benzyloxy)-1-methoxy-4-(2-nitrovinyl)benzene	233202	120
N-fmoc-L-valine	688217	144
"2,4,6-trifluorophenylhydrazine"	19778399	99
tetrahydrothiophene	1127	-96.1
diethyl ethylmalonate	8610	0
Ethyl 2-hydroxypropanoate	7344	-26
5-chloro-2-nitrobenzotrifluoride	67052	22
"1,1'-biphenyl -4,4'-disulfonic acid"	79202	72.5
2-amino-5-fluoropyridine	2737701	95
(R)-limonene	440917	-74
"3,5,11,13-Tetrabromo-1,9-diazatetracyclo[7.7.1.0~2,7~.0~10,15~]heptadeca-2,4,6,10,12,14-hexaene"	71507555	225.18
8-acetyl-7-hydroxycoumarin	5411574	169
"(2E)-2-(1,3-benzothiazol-2-yl)-3-(4-fluorophenyl)prop-2-enamide"	2753743	179
solvent yellow 33	6731	241
"(2E)-2-(1,3-benzothiazol-2-yl)-3-(4-methylphenyl)prop-2-enamide"	2753744	149
fluindione	68942	120
"(2E)-2-(1,3-benzothiazol-2-yl)-3-(4-methoxyphenyl)prop-2-enamide"	2753745	169
cetamolol	53698	96.5
"(2E)-2-(1,3-benzothiazol-2-yl)-3-(2,4-dichlorophenyl)prop-2-enamide"	2753747	264
"(2E)-2-(1,3-benzothiazol-2-yl)-3-[4-(dimethylamino)phenyl]prop-2-enamide"	2753748	211
2-aminopyrazine	78747	120
"2,2,2-trichloroethyl chloroformate"	87063	1
drazoxolon	6843616	168
Clostebol	68947	189
Thiamine	1130	248
"2,6-dichloro-4-(trifluoromethyl)phenylhydrazine"	688223	59
"2-(3,4-dimethoxyphenyl)ethanol"	81911	46
"1,4-dimethoxy-2-fluorobenzene"	145002	25
thymidine	1134	186.5
5-methyluracil	1135	316
flurazole	91715	52
mefenacet	91716	134.8
1-(methylsulfonyl)imidazole	521009	89
"benzaldehyde, 2-ethoxy-"	11950	21
"6H-pyrido[1,2-b]isoquinolin-6-one"	290341	166
"2,6-dimethoxybenzylamine"	2800872	85
hydrocortisone	16760505	218.5
tepa 4-(n-oh-piperidinyl)-urea derivativ	13676654	193
"5-methyl-3-[(E)-phenyldiazenyl]-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753751	202
"3-[(E)-(4-chlorophenyl)diazenyl]-5-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753752	251
"3-[(E)-(4-methoxyphenyl)diazenyl]-5-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753753	159
"5-methyl-3-[(E)-(2-nitrophenyl)diazenyl]-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753754	236
"3-(3,5-difluorophenyl)-1h-pyrazole-4-carboxaldehyde"	2783157	180
"3-[(E)-(2-chlorophenyl)diazenyl]-5-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753755	239
5-bromoquinoline	817321	46
o-toluene sulfonic acid	6926	67.5
"3-[(E)-(2,4-dimethylphenyl)diazenyl]-5-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753756	220
"2,6-dichloro-3,5-dimethylphenol"	118682	87.5
rosoxacin	287180	290
"2-bromo-1,3-dimethoxybenzene"	612296	93
bis(pentafluorophenyl)phenylphosphine	78757	62
"benzene, (octyloxy)-"	74558	8
4-pyrimidinamine	68958	155
"(2E)-2-[(1S,4R,5R)-4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hex-3-ylidene]hydrazinecarboxamide"	3560600	174
3-acetyl-3-hydroxyandrostan-17-one	4286359	212
dimethoxyborane	138288	-130.6
"Pentane-1,5-dithiol"	70236	-72
"4-Amino-2,6-dichlorophenol"	80037	168.5
toluene	1140	-94.9
"1,1,2,2-tetrafluoroethane"	9667	-89
trehalose	1143	203
ethyl pyrrole-2-carboxylate	255670	38
5'-chloro-2'-hydroxy-3'-nitroacetophenone	688237	134
methyl tetradecanoate	31284	18
Vindesine	40839	231
trimethylamine	1146	-117.08
"1-(2-Fluorophenyl)-1-(4-fluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanol"	91727	130
"3,5-bis(trifluoromethyl)phenylhydrazine"	522901	82
"3,5-difluoro-4-methoxybenzaldehyde"	14450860	39
"5(4H)-oxazolone, 2-(4-nitrophenyl)-4-(phenylmethylene)-, (4Z)-"	305176	236
"2,6-dichlorobenzamide"	16183	197.5
"propane, 1,2,3-trichloro-1,1,2,3,3-pentafluoro-"	66155	-72
nnk (carcinogen)	47289	63
arbutin	440936	198
tepa 4-(n-oh-pyrroldinyl)-urea derivativ	13676656	202.5
4'-methoxy-2'-nitroacetanilide	67075	118
"(2E)-2-(1,3-benzothiazol-2-yl)-2-[2-(2-methoxyphenyl)hydrazinylidene]ethanamide"	2753760	213
"5-methyl-3-[(E)-(2,4,5-trichlorophenyl)diazenyl]-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-2-amine"	2753764	229
14-hydroxyandrost-4-en-3-one	3639419	180
"5-phenyl-3-(phenylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753766	161
diphenyl(o-tolyl)phosphine	80040	72
"1-phenyl-1,2-propanedione-2-oxime"	6399024	114
"5-(4-methoxyphenyl)-3-(phenylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753767	166
"5-(4-fluorophenyl)-3-[(4-methylphenyl)carbonyl]-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753768	173
"5-(2,5-dichlorophenyl)-3-[(4-nitrophenyl)carbonyl]-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753769	216
"4-hydroxy-1-methyl-3-{(4Z)-5-oxo-4-[2-(pyrimidin-2-yl)hydrazinylidene]-4,5-dihydro-1H-pyrazol-3-yl}quinolin-2(1H)-one"	6833834	302
"benzeneethanol, .alpha.-phenyl-"	94178	67
2-Hydrazino-3-nitropyridine	3578935	165
chlorimuron-ethyl	23424384	181
"3-{[5-(2-Methoxyphenyl)-2-furyl]methylene}pentane-2,4-dione"	745167	146
tryptamine	1150	118
"benzene, (3-chloro-1-propenyl)-"	94242	-19
fluazinam	91731	116
"2,3-dihydro-6-phenylimidazo[2,1-b]thiazole-5-carboxaldehyde"	329965	123
"2,6-difluoro-4-hydroxybenzaldehyde"	24903548	181
"2,6-dichloro-4-(trifluoromethoxy)aniline"	688247	32
teflubenzuron	91734	222.5
2-chloro-4-fluorobenzaldehyde	145024	62
4-Methylpyridazin-3(2H)-one	11412358	153.85
diflufenican	91735	160
chloropentafluoroacetone	6601	-133
"3-pentanone, 2,2,4,4-tetramethyl-"	13152	-25.2
"1,4-naphthoquinone, 2-anilino"	81124	193
quinclorac	91739	274
"3-(chloromethyl)-1,2,4,5-tetramethylbenzene"	81939	70.5
"6H-pyrimido[1,6-b]pyridazin-6-one, 5-(2,6-dichlorophenyl)-2-(phenylthio)-"	196969	264
"N-benzyl-3,3,3-trifluoro-2-(trifluoromethyl)propanamide"	562118	194
"ethyl 7,8,9-trichloro-8,9-dihydro-7H-isoxazolo[2,3-a:4,5-b']dipyridine-10-carboxylate"	2755526	105
2-bromo-5-fluoropyridine	2783171	29
5-amino-2-methyl-anisol	27882	56.5
"5,7-dimethyl-3-[(E)-(2,4,5-trichlorophenyl)diazenyl]pyrazolo[1,5-a]pyrimidin-2-amine"	2753771	296
"3-{(4Z)-4-[2-(2,5-dichlorophenyl)hydrazinylidene]-5-oxo-4,5-dihydro-1H-pyrazol-3-yl}-4-hydroxy-1-methylquinolin-2(1H)-one"	6812353	284
aceperone	13122	98.5
7-morpholinomethyltheophylline	78773	177
1-triacontanol	68972	88
2-fluoro-5-iodopyridine	2783179	32
"acetamide, 2-mercapto-n-2-naphthalenyl-"	66733	111.5
"barbituric acid,5-ipr,5-br-allyl,n-me"	18735	115
Methysergide	9681	195
"1,1,1,2-tetrafluoroethane"	13129	-101
chlorocyclopentane	70252	-94
trichlorosilane	24811	-126.5
2-amino-5-iodopyridine	88579	128
"2h-1-benzopyran, 3,4-dihydro-2-phenyl-"	94156	46.3
"1,3-dithiole-2-thione"	70254	49
"2,5-difluoro-4-methoxybenzaldehyde"	3856938	99
xanthene-9-carboxamide	725576	245
"benzene, 1,1'-oxybis[2-methoxy-"	615466	79.5
tetrachlorosilane	24816	-70
2-methoxybenzophenone	75702	37
hexaflumuron	91741	203.5
"4-cyclopentene-1,3-dione"	70258	37
"silane, diethyl-"	68337	-134.3
apiole (dill)	10231	29.5
4-phenyl-2-(3-pyridyl)thiazole	701015	54
"2,4-dimethyl-1h-imidazole"	70259	92
4-chloro-3-nitrobenzaldehyde	85505	63
haloxyfop-etotyl	91743	60
"ethanone, 1-(1-cyclohexen-1-yl)-"	13612	73
"benzene, 1,4-dichloro-2-methyl-"	29572	5
"3-chloro-2,6-dibromo-4-methylaniline"	145033	77
"2,4,6,8-tetramethyl-2,4,6,8-tetravinylcyclotetrasiloxane"	75706	-43
2-nitrophloroglucinol	85509	189
quinmerac	91749	244
"1,3,5-triazine, hexahydro-1,3,5-triphenyl-"	7065	144
camphene	6616	51.2
methyl 5-methylisoxazole-3-carboxylate	88245	92
"2,2-bis(4-hydroxy-3,5-dibromophenyl)propane"	6618	181
tetrachlorodian	6619	135
chlorsulfuron	47491	176
Tetraethylene Glycol	8200	-6.2
"1,1,1,2-tetrachloropropane"	13131	-65
"5-phenyl-3-(thiophen-2-ylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753781	174
1-bromo-4-fluoro-2-nitrobenzene	2773383	38
"5-(4-methylphenyl)-3-(thiophen-2-ylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753782	160
"benzene, 1-methyl-2-(phenylmethyl)-"	69738	6.6
4-chlorosalicylic_acid	78782	210
"5-(2,5-dichlorophenyl)-3-(thiophen-2-ylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753784	221
"5-(3-nitrophenyl)-3-(thiophen-2-ylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753785	164
methyl 2-amino-5-fluorobenzoate	2783401	23
"5-naphthalen-1-yl-3-(thiophen-2-ylcarbonyl)-3aH-pyrrolo[3,4-d]isoxazole-4,6(5H,6aH)-dione"	2753786	80
tribromochloromethane	68984	55
"3-[2-(4-chlorophenyl)hydrazino]-4-(trifluoromethyl)-2H-1,5-benzodiazepin-2-one"	2753787	151
"3-{(4Z)-4-[2-(2-bromophenyl)hydrazinylidene]-5-oxo-4,5-dihydro-1H-pyrazol-3-yl}-4-hydroxy-1-methylquinolin-2(1H)-one"	6833852	270
"benzenamine, 2-bromo-4-methyl-"	11422	26
"3-(2-pyridin-3-ylhydrazino)-4-(trifluoromethyl)-2H-1,5-benzodiazepin-2-one"	2753788	157
2-bromo-6-methoxynaphthalene	78786	108
6-ethoxy-2-mercaptobenzothiazole	719344	199
N-methylmaleimide	70261	95
2-ethyl-4-methylimidazole	70262	47
4-(6-chloro-4-pyrimidinyl)morpholine	796070	150
5-methoxy-1-indanone	78787	109
ozone	24823	-193
"1,5-dimethyl-3-chloropyrazole"	17835480	47.5
"propane, 1-chloro-2,2-difluoro-"	67896	-56.2
pyrazosulfuron-ethyl	91750	181.5
pentafluorobenzene	9696	-47.3
"2,3,4,5,6-pentamethylbenzophenone"	519768	138
6-azathymine	70269	211
pyriproxyfen	91753	46
2-ethoxy-4-methylphenol	75715	29
uracil	1174	338
"3-{(4Z)-4-[2-(3-chlorophenyl)hydrazinylidene]-5-oxo-4,5-dihydro-1H-pyrazol-3-yl}-4-hydroxy-1-methylquinolin-2(1H)-one"	6796539	222
tryptazan	95318	240
pyridaben	91754	111.5
"2,6-dinitrobenzyl phenylcarbamate"	2752984	138
sulphenone	6621	94
"1h-imidazole, 1-(phenylmethyl)-"	77918	69
"3a,4,9,9a-tetrahydronaphtho[2,3-c]furan-1,3-dione"	346510	188
"N-[(1,2,2,3-tetramethylcyclopentyl)methyl]aniline"	2750719	59
urea	1176	132.7
ethametsulfuron-methyl	91756	194
uridine	1177	165
2-p-sulfanilylanilinoethanol	6622	131
ethyl 5-amino-3-(methylsulfanyl)-1-(phenylcarbonyl)-1H-pyrazole-4-carboxylate	2755394	95
"n2,o-diacetyldeoxyacyclovir"	9994518	134
dithiopyr	91757	65
diphenylolpropane	6623	153
dimite	6624	70
Dichloro(diphenyl)silane	6627	-22
"uridine, 2',3'-dideoxy-3'-fluoro-"	3859105	186
boldine	248507	163
"benzene, 1,1',1''-(chloromethylidyne)tris-"	6456	113.5
simetryn	12382883	82.5
"3,11-dihydroxy-androstan-17-one"	244945	235
"benzene, 1,1'-sulfinylbis(4-methyl- (9ci)"	15680	95
camphene	440966	35
"(1,2,2,3-tetramethylcyclopentyl)methyl 4-aminobenzoate"	2750725	74
"1,2-dichloro-4-iodobenzene"	88591	30
"tetraisopropyl 1,2-ethylenediphosphonate"	605693	36
"(5-imino-4-phenyl-4,5-dihydro-1,3,4-thiadiazol-2-yl)(thiophen-2-yl)methanone"	2753793	134
"[5-imino-4-(4-methoxyphenyl)-4,5-dihydro-1,3,4-thiadiazol-2-yl](thiophen-2-yl)methanone"	2753794	164
"quinoline, decahydro-, cis-"	92911	-40
"[5-imino-4-(2,4,6-trichlorophenyl)-4,5-dihydro-1,3,4-thiadiazol-2-yl](thiophen-2-yl)methanone"	2753795	209
a-naphtholphthalein	68993	254
"{5-imino-4-[3-(trifluoromethyl)phenyl]-4,5-dihydro-1,3,4-thiadiazol-2-yl}(thiophen-2-yl)methanone"	2753796	185
"N-[(2Z)-3-(2-nitrophenyl)-5-(thiophen-2-ylcarbonyl)-1,3,4-thiadiazol-2(3H)-ylidene]benzamide"	2753797	239
"N-[(2Z)-3-(4-methoxyphenyl)-5-(thiophen-2-ylcarbonyl)-1,3,4-thiadiazol-2(3H)-ylidene]benzamide"	2753798	236
o-cresolphthalein	68995	223
"[5-imino-4-(pyridin-4-yl)-4,5-dihydro-1,3,4-thiadiazol-2-yl](thiophen-2-yl)methanone"	2753799	131
"1-methyl-1-[2-oxo-2-(1,2,2,3-tetramethylcyclopentyl)ethyl]-3-phenylthiourea"	2750720	147
